2.500000e+001	9.055370e-002			2.500000e+001	1.169930e-001			2.500000e+001	1.471471e-001			2.500000e+001	3.704042e-002			2.500000e+001	5.086604e-002			
3.150000e+001	8.366218e-002			3.150000e+001	1.042227e-001			3.150000e+001	1.195866e-001			3.150000e+001	3.931426e-002			3.150000e+001	4.987738e-002			
4.000000e+001	8.405066e-002			4.000000e+001	1.187809e-001			4.000000e+001	1.073359e-001			4.000000e+001	4.490684e-002			4.000000e+001	5.675911e-002			
5.000000e+001	1.085061e-001			5.000000e+001	1.322558e-001			5.000000e+001	1.321841e-001			5.000000e+001	7.380546e-002			5.000000e+001	9.906087e-002			
6.300000e+001	1.280663e-001			6.300000e+001	1.451522e-001			6.300000e+001	1.429601e-001			6.300000e+001	8.835285e-002			6.300000e+001	1.227957e-001			
8.000000e+001	1.186778e-001			8.000000e+001	1.327090e-001			8.000000e+001	1.313175e-001			8.000000e+001	8.699037e-002			8.000000e+001	1.201431e-001			
1.000000e+002	1.251123e-001			1.000000e+002	1.307270e-001			1.000000e+002	1.271013e-001			1.000000e+002	8.338755e-002			1.000000e+002	1.161713e-001			
1.250000e+002	1.115621e-001			1.250000e+002	1.195127e-001			1.250000e+002	1.167931e-001			1.250000e+002	7.792475e-002			1.250000e+002	1.070930e-001			
1.600000e+002	1.165345e-001			1.600000e+002	1.238962e-001			1.600000e+002	1.178883e-001			1.600000e+002	8.054880e-002			1.600000e+002	1.143688e-001			
2.000000e+002	1.176327e-001			2.000000e+002	1.157133e-001			2.000000e+002	1.179510e-001			2.000000e+002	7.770171e-002			2.000000e+002	1.077513e-001			
2.500000e+002	1.114676e-001			2.500000e+002	1.163816e-001			2.500000e+002	1.107087e-001			2.500000e+002	7.141255e-002			2.500000e+002	9.975625e-002			
3.150000e+002	1.118022e-001			3.150000e+002	1.169142e-001			3.150000e+002	1.134316e-001			3.150000e+002	6.440634e-002			3.150000e+002	9.383352e-002			
4.000000e+002	1.155317e-001			4.000000e+002	1.205031e-001			4.000000e+002	1.156169e-001			4.000000e+002	5.511274e-002			4.000000e+002	9.086730e-002			
5.000000e+002	1.223967e-001			5.000000e+002	1.235264e-001			5.000000e+002	1.254505e-001			5.000000e+002	5.282244e-002			5.000000e+002	8.523796e-002			
6.300000e+002	1.272247e-001			6.300000e+002	1.316015e-001			6.300000e+002	1.365409e-001			6.300000e+002	6.695674e-002			6.300000e+002	7.202538e-002			
8.000000e+002	1.521977e-001			8.000000e+002	1.515697e-001			8.000000e+002	1.548481e-001			8.000000e+002	1.125353e-001			8.000000e+002	5.924293e-002			
1.000000e+003	1.642437e-001			1.000000e+003	1.712920e-001			1.000000e+003	1.576862e-001			1.000000e+003	1.471130e-001			1.000000e+003	6.654126e-002			
1.250000e+003	1.768879e-001			1.250000e+003	1.588766e-001			1.250000e+003	1.387726e-001			1.250000e+003	1.374349e-001			1.250000e+003	1.392748e-001			
1.600000e+003	1.586117e-001			1.600000e+003	1.387027e-001			1.600000e+003	1.033931e-001			1.600000e+003	1.230122e-001			1.600000e+003	1.965057e-001			
2.000000e+003	1.282440e-001			2.000000e+003	1.129572e-001			2.000000e+003	1.161781e-001			2.000000e+003	1.734754e-001			2.000000e+003	1.910018e-001			
2.500000e+003	7.255705e-002			2.500000e+003	6.799755e-002			2.500000e+003	7.520064e-002			2.500000e+003	1.214241e-001			2.500000e+003	1.162645e-001			
3.150000e+003	6.660506e-002			3.150000e+003	9.031142e-002			3.150000e+003	1.065547e-001			3.150000e+003	1.056443e-001			3.150000e+003	1.372132e-001			
4.000000e+003	1.165978e-001			4.000000e+003	1.465201e-001			4.000000e+003	1.515506e-001			4.000000e+003	1.171185e-001			4.000000e+003	1.413111e-001			
5.000000e+003	1.556220e-001			5.000000e+003	1.514089e-001			5.000000e+003	1.678467e-001			5.000000e+003	1.045805e-001			5.000000e+003	1.241821e-001			
6.300000e+003	1.449191e-001			6.300000e+003	1.147441e-001			6.300000e+003	1.247764e-001			6.300000e+003	8.931191e-002			6.300000e+003	1.132401e-001
