2.500000e+001	1.839523e-002			
3.150000e+001	6.145807e-002			
4.000000e+001	8.737492e-002			
5.000000e+001	8.275860e-002			
6.300000e+001	1.183073e-001			
8.000000e+001	8.062785e-002			
1.000000e+002	1.013693e-001			
1.250000e+002	8.908839e-002			
1.600000e+002	7.067102e-002			
2.000000e+002	1.012070e-001			
2.500000e+002	9.738205e-002			
3.150000e+002	1.193288e-001			
4.000000e+002	1.140220e-001			
5.000000e+002	1.199559e-001			
6.300000e+002	1.321120e-001			
8.000000e+002	1.692120e-001			
1.000000e+003	1.958765e-001			
1.250000e+003	2.208234e-001			
1.600000e+003	2.364690e-001			
2.000000e+003	2.464371e-001			
2.500000e+003	2.083718e-001			
3.150000e+003	1.590877e-001			
4.000000e+003	1.390778e-001			
5.000000e+003	1.089427e-001			
6.300000e+003	8.569586e-002			
						
