250	0.00008504873	0.0003516165	0.0003199982	0.0001062272	0.0001043424	0.000193446606
315	0.00007714339	0.0003127673	0.000282318	0.00009605653	0.0000906104	0.000171779124
400	0.00007096962	0.0002759928	0.0002502155	0.00008675096	0.00008109467	0.00015300471
500	0.00006211567	0.0002476967	0.000227208	0.00007789324	0.00007414625	0.000137811972
630	0.00005816072	0.0002219246	0.0002028763	0.00007142395	0.0000663806	0.000124153234
800	0.00005465955	0.0001968118	0.0001813574	0.00006487332	0.00006338917	0.000112218248
1000	0.00004793059	0.0001774439	0.0001624465	0.00005936228	0.00005758974	0.000100954602
1250	0.00004525186	0.0001583069	0.0001452709	0.00005522776	0.00005401957	0.000091615398
1600	0.00004323089	0.0001450746	0.0001318791	0.00005203308	0.00005131121	0.000084705776
2000	0.00004218212	0.0001311651	0.0001207979	0.0000490573	0.00004999142	0.000078638768
2500	0.00004299503	0.0001185178	0.0001096202	0.00004937294	0.00004852697	0.000073806588
3150	0.00004306563	0.000110981	0.0001007723	0.00004836517	0.00004666025	0.00006996887
4000	0.00004377651	0.0001022883	0.00009596406	0.00004873659	0.00004604969	0.00006736303
5000	0.00004574271	0.00009619178	0.00009223277	0.00004866852	0.00004481088	0.000065529332
6300	0.0000456074	0.0000924285	0.00008891411	0.00004823908	0.00004408884	0.000063855586
